id,link,hashtags,urls
1258290622395531266,https://twitter.com/mirbole01/status/1258290622395531266,['#geocovid'],"['https://cartonumerique.blogspot.com/2020/05/la-carte-du-deconfinement.html', 'https://twitter.com/LegendesCarto/status/1258119550249418753']"
1258245075265556480,https://twitter.com/mirbole01/status/1258245075265556480,['#geocovid'],['https://twitter.com/framaka/status/1258149631512457216']
1258113173003083778,https://twitter.com/RoelandtN42/status/1258113173003083778,['#geocovid'],['https://twitter.com/lecartographe/status/1258043148430987265']
1258079594780987395,https://twitter.com/OurRadiantEarth/status/1258079594780987395,"['#geocovid', '#satelliteimagery', '#covid19']",['http://ow.ly/8hQn50zxr7c']
1258021074392043520,https://twitter.com/mondegeonumeric/status/1258021074392043520,['#geocovid'],['https://twitter.com/Geodoc31/status/1258018148776804352']
1258013664478666753,https://twitter.com/azavea/status/1258013664478666753,"['#covid19', '#data4covid19', '#geocovid']","['https://bit.ly/2KdlJlM', 'https://bit.ly/2L4xn2t']"
1257998194090311680,https://twitter.com/geo_in_geo/status/1257998194090311680,"['#covid19', '#canada', '#geocovid', '#flowmap']",['https://ici.radio-canada.ca/info/2020/05/traces-origine-premiers-cas-coronavirus-covid-19-canada']
1257993258698977281,https://twitter.com/mirbole01/status/1257993258698977281,['#geocovid'],['https://twitter.com/mdrechsler/status/1257985323348484099']
1257990807392575489,https://twitter.com/neocartocnrs/status/1257990807392575489,"['#covid19', '#geocovid']",[]
1257967989904809984,https://twitter.com/mondegeonumeric/status/1257967989904809984,['#geocovid'],['https://twitter.com/vincent_monot/status/1257376344234696710']
1257965373527396353,https://twitter.com/mondegeonumeric/status/1257965373527396353,['#geocovid'],['https://twitter.com/soc_geo/status/1257951351088300033']
1257956229525225472,https://twitter.com/BorisMericskay/status/1257956229525225472,['#geocovid'],[]
1257951266992533504,https://twitter.com/mirbole01/status/1257951266992533504,['#geocovid'],['https://cartonumerique.blogspot.com/2020/05/la-carte-du-deconfinement.html']
1257948150163275776,https://twitter.com/mondegeonumeric/status/1257948150163275776,['#geocovid'],['https://twitter.com/f_clement/status/1257621541149433857']
1257919650656116736,https://twitter.com/mondegeonumeric/status/1257919650656116736,['#geocovid'],['https://twitter.com/re_sieber/status/1257865599054643200']
1257919161294098432,https://twitter.com/mondegeonumeric/status/1257919161294098432,['#geocovid'],['https://www.lemonde.fr/politique/article/2020/05/06/coronavirus-le-senat-adopte-en-premiere-lecture-le-texte-prolongeant-l-etat-d-urgence-sanitaire_6038779_823448.html']
1257842230083149826,https://twitter.com/adrian_21ldu/status/1257842230083149826,"['#quito', '#geocovid', '#covid19ec', '#geoweb', '#qgis2web']",['http://tarogeo.com/covid19_1.html#11/-0.2173/-78.5567']
1257769805832171520,https://twitter.com/azavea/status/1257769805832171520,['#geocovid'],['https://bit.ly/2L71Gpe']
1257754505363537921,https://twitter.com/OurRadiantEarth/status/1257754505363537921,['#geocovid'],['http://ow.ly/e5We50zwldn']
1257723065615728640,https://twitter.com/geo_in_geo/status/1257723065615728640,"['#covid19', '#bresil', '#geocovid', '#osm', '#storymap']",['https://covid19.socioambiental.org/']
1257718434881851394,https://twitter.com/geo_in_geo/status/1257718434881851394,"['#covid19', '#panama', '#geocovid']",['https://rainforestfoundation.org/covid-panama-gis-map/']
1257702862118883328,https://twitter.com/geo_in_geo/status/1257702862118883328,"['#geocovid', '#monde']",['https://france-science.com/cord19-publications-dashboard/']
1257643622838738945,https://twitter.com/MorelJuliette3/status/1257643622838738945,"['#geocovid', '#covid19']",['https://www.liberation.fr/debats/2020/05/05/covid-19-des-cartes-tres-politiques_1787381']
